id,parent_id,name,Latitude,Longitude
1224,12,NIAS UTARA,1.3101570355001,97.290168237505
1225,12,NIAS BARAT,0.98231663450004,97.457968397497
1271,12,SIBOLGA,1.7308322719992,98.784060296451
1272,12,TANJUNG BALAI,2.9727883370008,99.795399716527
1273,12,PEMATANG SIANTAR,2.9545861285005,99.063493794509
1274,12,TEBING TINGGI,3.328066840496,99.154126443879
1275,12,MEDAN,3.6423669029996,98.669493706988
1276,12,BINJAI,3.6002175559984,98.488723092458
1277,12,PADANGSIDIMPUAN,1.3868554095005,99.285813848533
1278,12,GUNUNGSITOLI,1.2520347220001,97.580451311009
1301,13,KEPULAUAN MENTAWAI,-2.4610751414999,99.825395214
1302,13,PESISIR SELATAN,-1.7177650169999,100.7904538945
1303,13,SOLOK,-0.92753380299993,100.8378839925
1304,13,SIJUNJUNG,-0.64873593249996,101.1429174375
1305,13,TANAH DATAR,-0.46981850249993,100.5827982045
1306,13,PADANG PARIAMAN,-0.56671601199994,100.2098469835
1307,13,AGAM,-0.25318265649991,100.153757057
1308,13,LIMA PULUH KOTA,0.029069938500057,100.5559277415
1309,13,PASAMAN,0.3998886285001,100.0474543445
1310,13,SOLOK SELATAN,-1.3644713159999,101.273582623
1311,13,DHARMASRAYA,-1.250643221,101.5193246885
1312,13,PASAMAN BARAT,0.18796162650004,99.607742002501
1371,13,PADANG,-0.93642574649989,100.33151899099
1372,13,SOLOK,-0.77887969049979,100.61512301649
1373,13,SAWAH LUNTO,-0.66147117849995,100.756630496
1374,13,PADANG PANJANG,-0.46953105599977,100.40133743097
1375,13,BUKITTINGGI,-0.29922910799989,100.36907224398
1376,13,PAYAKUMBUH,-0.22949588849993,100.63275335749
1377,13,PARIAMAN,-0.61202780800006,100.12840046652
1401,14,KUANTAN SINGINGI,-0.49381757549993,101.476581457
1402,14,INDRAGIRI HULU,-0.49255914549999,102.2484664745
1403,14,INDRAGIRI HILIR,-0.29244895999995,103.184810112
1404,14,PELALAWAN,0.16251678300006,102.4357950965
1405,14,S I A K,0.82799229650006,101.9037616285
1406,14,KAMPAR,0.32034089400004,101.061363584
1407,14,ROKAN HULU,0.89325970250007,100.49054616
1408,14,BENGKALIS,1.5252266245001,101.720593995
1409,14,ROKAN HILIR,2.0708884070001,100.8053554795
1410,14,KEPULAUAN MERANTI,1.0519707265001,102.721646875
1471,14,PEKANBARU,0.55469803799999,101.45947162149
1473,14,D U M A I,1.8531896945001,101.3687307705
1501,15,KERINCI,-2.0612335024999,101.482953636
1502,15,MERANGIN,-2.2070602285,102.0861747485
1503,15,SAROLANGUN,-2.3323053974999,102.642639358
1504,15,BATANG HARI,-1.8531205929999,102.9883785365
1505,15,MUARO JAMBI,-1.7049424924999,103.7826044305
1506,15,TANJUNG JABUNG TIMUR,-1.2662229014999,103.9221118005
1507,15,TANJUNG JABUNG BARAT,-1.092740715,103.1098151085
1508,15,TEBO,-1.3952377355,102.3232091055
1509,15,BUNGO,-1.5157520545,101.9783385445
1571,15,JAMBI,-1.6204276640001,103.60311501601
1572,15,SUNGAI PENUH,-2.138307006,101.348889082
1601,16,OGAN KOMERING ULU,-4.110513738,104.0872658285
1602,16,OGAN KOMERING ILIR,-3.3265575459999,105.414948511
1603,16,MUARA ENIM,-3.6949164139999,103.997758761
1604,16,LAHAT,-3.8770144204999,103.3435804325
1605,16,MUSI RAWAS,-3.175197373,103.0678986175
1606,16,MUSI BANYUASIN,-2.4958312934999,103.830430966
1607,16,BANYU ASIN,-2.3986905294999,104.817278305
1608,16,OGAN KOMERING ULU SELATAN,-4.5677007519999,103.8846249045
1609,16,OGAN KOMERING ULU TIMUR,-4.1063355434999,104.5414367675
1610,16,OGAN ILIR,-3.4196613474998,104.560049564
1611,16,EMPAT LAWANG,-3.7170448129997,102.90659747199
1612,16,PENUKAL ABAB LEMATANG ILIR,-3.2084023519999,103.9321182775
1613,16,MUSI RAWAS UTARA,-2.7062017374999,102.716998707
1671,16,PALEMBANG,-2.9794493164998,104.7442166465
1672,16,PRABUMULIH,-3.4546929909995,104.23832160249
1673,16,PAGAR ALAM,-4.1214475614993,103.26839323098
1674,16,LUBUKLINGGAU,-3.2537716349996,102.86214014799
1701,17,BENGKULU SELATAN,-4.35894131,103.044223205
1702,17,REJANG LEBONG,-3.4381609905,102.683100659
1703,17,BENGKULU UTARA,-4.1157517699999,101.998730868
1704,17,KAUR,-4.5905613104998,103.4168408675
1705,17,SELUMA,-4.080356999,102.6345070325
1706,17,MUKOMUKO,-2.7306357514999,101.444196937
1707,17,LEBONG,-3.0525785985,102.2137734085
1708,17,KEPAHIANG,-3.6475356939995,102.62777369699
1709,17,BENGKULU TENGAH,-3.6777968974999,102.4098793325
1771,17,BENGKULU,-3.8359868745005,102.32646033652
1801,18,LAMPUNG BARAT,-5.0770093525001,104.0758132365
1802,18,TANGGAMUS,-5.5216715149999,104.760892805
1803,18,LAMPUNG SELATAN,-5.6698609405,105.468811662
1804,18,LAMPUNG TIMUR,-5.1205157764998,105.7437491315
1805,18,LAMPUNG TENGAH,-4.8741312679999,105.176011531
1806,18,LAMPUNG UTARA,-4.8083887720001,104.8117779675
1807,18,WAY KANAN,-4.5732974429999,104.6774293935
1808,18,TULANGBAWANG,-4.3987159044999,105.537587097
1809,18,PESAWARAN,-5.4821256495003,105.13853067901
1810,18,PRINGSEWU,-5.3690989315001,104.917370277
1811,18,MESUJI,-3.9738725205001,105.4037789735
1812,18,TULANG BAWANG BARAT,-4.4329253565006,105.09780150951
1813,18,PESISIR BARAT,-5.4092397099998,104.15098642
1871,18,BANDAR LAMPUNG,-5.4286557390085,105.26747547867
1872,18,METRO,-5.118448802996,105.31058655343
1901,19,BANGKA,-1.9359449119999,105.9418255595
1902,19,BELITUNG,-2.9395561095,107.5497986035
1903,19,BANGKA BARAT,-1.8401976369999,105.446959945
1904,19,BANGKA TENGAH,-2.4328120849999,106.2993309655
1905,19,BANGKA SELATAN,-2.786148508,106.4906828675
1906,19,BELITUNG TIMUR,-2.954949362,108.299331925
1971,19,PANGKAL PINANG,-2.1092970599998,106.111100568
2101,21,KARIMUN,0.83569337550009,103.6330277465
2102,21,BINTAN,0.91333299500008,105.907927998
2103,21,NATUNA,3.6266285765001,108.4434784785
2104,21,LINGGA,-0.39403255849996,104.9327196445
2105,21,KEPULAUAN ANAMBAS,2.9036125345001,106.0410902015
2171,21,B A T A M,0.83443180200005,104.01324324
2172,21,TANJUNG PINANG,0.91496728299998,104.44465917799
3101,31,KEPULAUAN SERIBU,-5.6122405455,106.615505518
3171,31,JAKARTA SELATAN,-6.2841062695008,106.80207993952
3172,31,JAKARTA TIMUR,-6.2611280945091,106.90508287316
3173,31,JAKARTA PUSAT,-6.1823130124764,106.83661562509
3174,31,JAKARTA BARAT,-6.1601684215066,106.75725955811
3175,31,JAKARTA UTARA,-6.1360739884989,106.84190061248
3201,32,BOGOR,-6.5453632394999,106.814098563
3202,32,SUKABUMI,-7.0764870344993,106.71766104749
3203,32,CIANJUR,-7.0538322580002,107.1304445755
3204,32,BANDUNG,-7.0634725444998,107.591171376
3205,32,GARUT,-7.3429258925,107.7781535265
3206,32,TASIKMALAYA,-7.4278837485,108.1734582695
3207,32,CIAMIS,-7.3113041150005,108.44662455751
3208,32,KUNINGAN,-6.9875599799994,108.58690199549
3209,32,CIREBON,-6.7613542764991,108.57865489999
3210,32,MAJALENGKA,-6.8076601940001,108.227727988
3211,32,SUMEDANG,-6.8101906949999,107.9804001685
3212,32,INDRAMAYU,-6.4536153944991,108.19554811299
3213,32,SUBANG,-6.5007164529999,107.728257944
3214,32,PURWAKARTA,-6.5923972074995,107.41127380299
3215,32,KARAWANG,-6.2635075254999,107.3639794975
3216,32,BEKASI,-6.1979450559998,107.1326001265
3217,32,BANDUNG BARAT,-6.9052639504992,107.45423388349
3218,32,PANGANDARAN,-7.6404545040015,108.55669214002
3271,32,BOGOR,-6.5951932310074,106.79189207262
3272,32,SUKABUMI,-6.93571065299,106.91576659834
3273,32,BANDUNG,-6.9033100549963,107.64262064394
3274,32,CIREBON,-6.7436877819944,108.55713134992
3275,32,BEKASI,-6.2849773939939,106.9701272694
3276,32,DEPOK,-6.3878486555071,106.81779751612
3277,32,CIMAHI,-6.8823406819722,107.54325695457
3278,32,TASIKMALAYA,-7.3599818560032,108.23133917305
3279,32,BANJAR,-7.3805391250148,108.56607113722
3301,33,CILACAP,-7.4617926294997,108.975677523
3302,33,BANYUMAS,-7.4550014805016,109.16857303602
3303,33,PURBALINGGA,-7.3273398259996,109.40409471699
3304,33,BANJARNEGARA,-7.3559572345001,109.639572153
3305,33,KEBUMEN,-7.6439075334995,109.60932489399
3306,33,PURWOREJO,-7.7080096385022,109.96996416103
3307,33,WONOSOBO,-7.3997965639985,109.90568031648
3308,33,MAGELANG,-7.5135657684998,110.2447700535
3309,33,BOYOLALI,-7.3870917050007,110.61941960451
3310,33,KLATEN,-7.6748008914986,110.62291234298
3311,33,SUKOHARJO,-7.6828478519992,110.83143372099
3312,33,WONOGIRI,-7.9620542204999,111.03673934
3313,33,KARANGANYAR,-7.6195984104992,110.95142614499
3314,33,SRAGEN,-7.3922762105023,110.96214033603
3315,33,GROBOGAN,-7.0979246739993,110.89420039099
3316,33,BLORA,-7.1105530440001,111.3682098195
3317,33,REMBANG,-6.7698511444979,111.46235456747
3318,33,PATI,-6.704944615499,111.03706358948
3319,33,KUDUS,-6.797649732499,110.86797858398
3320,33,JEPARA,-6.2610282910001,110.5697367535
3321,33,DEMAK,-6.9228927935002,110.65107858551
3322,33,SEMARANG,-7.2877925444991,110.45660877299
3323,33,TEMANGGUNG,-7.2398993775022,110.13151821554
3324,33,KENDAL,-7.0234539974994,110.13940039599
3325,33,BATANG,-7.0316747825,109.863384257
3326,33,PEKALONGAN,-7.0423557979997,109.6410703335
3327,33,PEMALANG,-7.0119075039996,109.392391423
3328,33,TEGAL,-7.0553844200015,109.15591633203
3329,33,BREBES,-7.0548122435003,108.93423009101
3371,33,MAGELANG,-7.4726190325441,110.21975708564
3372,33,SURAKARTA,-7.5592091250341,110.8190335605
3373,33,SALATIGA,-7.3373898180214,110.50159367581
3374,33,SEMARANG,-7.0230536624956,110.38724231643
3375,33,PEKALONGAN,-6.8937202954809,109.67834855219
3376,33,TEGAL,-6.8697605984777,109.11827839765
3401,34,KULON PROGO,-7.8125771624991,110.13866254149
3402,34,BANTUL,-7.8979559774965,110.36264052045
3403,34,GUNUNG KIDUL,-7.9930936539995,110.58193452099
3404,34,SLEMAN,-7.6897178209982,110.38127502348
3471,34,YOGYAKARTA,-7.8032508715182,110.37484470825
3501,35,PACITAN,-8.1019018165013,111.16265104252
3502,35,PONOROGO,-7.971231405499,111.52941511199
3503,35,TRENGGALEK,-8.1384197799999,111.6189414675
3504,35,TULUNGAGUNG,-8.0729564294997,111.9166592265
3505,35,BLITAR,-8.1316961039993,112.21726636749
3506,35,KEDIRI,-7.8015629644999,112.1096189735
3507,35,MALANG,-8.1126181004996,112.62349893849
3508,35,LUMAJANG,-8.1246010299998,113.139497083
3509,35,JEMBER,-8.2656330774996,113.65291197949
3510,35,BANYUWANGI,-8.3325128255,114.221
3511,35,BONDOWOSO,-7.9452849465007,113.93602732801
3512,35,SITUBONDO,-7.7986755379996,114.02031125
3513,35,PROBOLINGGO,-7.8520111234999,113.2856596825
3514,35,PASURUAN,-7.7505641390003,112.83520745751
3515,35,SIDOARJO,-7.4534048050004,112.66460247051
3516,35,MOJOKERTO,-7.5411198779993,112.50165999949
3517,35,JOMBANG,-7.5614789820006,112.25923151201
3518,35,NGANJUK,-7.6151420320004,111.94726939801
3519,35,MADIUN,-7.611818499,111.6486778035
3520,35,MAGETAN,-7.6533516064996,111.347392237
3521,35,NGAWI,-7.4324962945008,111.39482879301
3522,35,BOJONEGORO,-7.227836787,111.7946853215
3523,35,TUBAN,-6.9593997820002,111.8960326345
3524,35,LAMONGAN,-7.1236229489997,112.3124742345
3525,35,GRESIK,-6.5616158525001,112.5715601315
3526,35,BANGKALAN,-7.0461786035004,112.91056815351
3527,35,SAMPANG,-7.101250265499,113.26190172298
3528,35,PAMEKASAN,-7.0708120620007,113.50353601751
3529,35,SUMENEP,-6.150660031,114.9238394545
3571,35,KEDIRI,-7.8230309264847,112.01789787529
3572,35,BLITAR,-8.0961690740127,112.16652591067
3573,35,MALANG,-7.9812982664959,112.63192623444
3574,35,PROBOLINGGO,-7.7711924830164,113.20263723173
3575,35,PASURUAN,-7.6534697145054,112.91193130208
3576,35,MOJOKERTO,-7.4707425294525,112.43734251431
3577,35,MADIUN,-7.6378438730285,111.5275104299
3578,35,SURABAYA,-7.2745700374978,112.71922252147
3579,35,BATU,-7.8336958179996,112.5341737255
3601,36,PANDEGLANG,-6.6191650834998,105.637810942
3602,36,LEBAK,-6.6433056650002,106.1945918285
3603,36,TANGERANG,-6.183197886001,106.53189471902
3604,36,SERANG,-6.0720973230002,106.1185691985
3671,36,TANGERANG,-6.1766874384992,106.65003389099
3672,36,CILEGON,-5.978372304994,106.0048470269
3673,36,SERANG,-6.1002788109995,106.16059028099
3674,36,TANGERANG SELATAN,-6.2955984469994,106.70831253049
5101,51,JEMBRANA,-8.3136938219992,114.68291398049
5102,51,TABANAN,-8.4388819704962,115.06633756245
5103,51,BADUNG,-8.5455859279984,115.16756089647
5104,51,GIANYAR,-8.4818943055001,115.2982514045
5105,51,KLUNGKUNG,-8.6374097715019,115.49196561602
5106,51,BANGLI,-8.3339848499994,115.34499372199
5107,51,KARANG ASEM,-8.3585754164978,115.55101292097
5108,51,BULELENG,-8.2225263784999,114.945024832
5171,51,DENPASAR,-8.6721341340077,115.22434458611
5201,52,LOMBOK BARAT,-8.6663606950009,116.07997111451
5202,52,LOMBOK TENGAH,-8.6824312339981,116.26907062298
5203,52,LOMBOK TIMUR,-8.5916023615014,116.56020184652
5204,52,SUMBAWA,-8.6167470065002,117.586444851
5205,52,DOMPU,-8.4937987335002,118.1167488245
5206,52,BIMA,-8.4832683855001,118.5506368955
5207,52,SUMBAWA BARAT,-8.8003107445012,116.90109043502
5208,52,LOMBOK UTARA,-8.3454054674993,116.26107025299
5271,52,MATARAM,-8.5886859089928,116.12009143991
5272,52,BIMA,-8.440819508498,118.79703378047
5301,53,SUMBA BARAT,-9.5853490834957,119.34329821695
5302,53,SUMBA TIMUR,-9.8053379075004,120.26011276601
5303,53,KUPANG,-9.8124013984998,123.7486708585
5304,53,TIMOR TENGAH SELATAN,-9.8225145214995,124.43744402149
5305,53,TIMOR TENGAH UTARA,-9.3405919039996,124.4736807745
5306,53,BELU,-9.1758065490024,124.99288416653
5307,53,ALOR,-8.3334765730002,124.475401734
5308,53,LEMBATA,-8.3754067425021,123.56602478053
5309,53,FLORES TIMUR,-8.3502392719995,122.99402673049
5310,53,SIKKA,-8.4569856719995,122.18176268549
5311,53,ENDE,-8.6736226010007,121.71034622501
5312,53,NGADA,-8.6498801524998,120.997174939
5313,53,MANGGARAI,-8.5783667695006,120.38728573051
5314,53,ROTE NDAO,-10.719236380001,123.04101943401
5315,53,MANGGARAI BARAT,-8.5740375610004,119.87135315301
5316,53,SUMBA TENGAH,-9.5938024559984,119.67097642498
5317,53,SUMBA BARAT DAYA,-9.5440087390013,119.17032415452
5318,53,NAGEKEO,-8.6744461015032,121.30983407205
5319,53,MANGGARAI TIMUR,-8.5737695614977,120.70911200647
5320,53,SABU RAIJUA,-10.6240749345,121.6389312755
5321,53,MALAKA,-9.5463366395031,124.86581397304
5371,53,KUPANG,-10.211415195493,123.60538523391
6101,61,SAMBAS,1.522652064,109.3266739335
6102,61,BENGKAYANG,1.0330734035001,109.414444548
