parent_id,kode_bps,nama_bps,kode_dagri,nama_dagri
94,9428,MAMBERAMO RAYA,91.20,KAB. MAMBERAMO RAYA
94,9429,NDUGA,91.24,KAB. NDUGA
94,9430,LANNY JAYA,91.23,KAB. LANNY JAYA
94,9431,MAMBERAMO TENGAH,91.21,KAB. MAMBERAMO TENGAH
94,9432,YALIMO,91.22,KAB. YALIMO
94,9433,PUNCAK,91.25,KAB. PUNCAK
94,9434,DOGIYAI,91.26,KAB. DOGIYAI
94,9435,INTAN JAYA,91.27,KAB. INTAN JAYA
94,9436,DEIYAI,91.28,KAB. DEIYAI
94,9471,JAYAPURA,91.71,KOTA JAYAPURA
